component,year,region,value
Residual,2022-23,East Midlands,0.0
Residual,2023-24,East Midlands,0.0
Residual,2024-25,East Midlands,0.0
Net additions,2000-01,West Midlands,13790.0
Net additions,2001-02,West Midlands,13052.0
Net additions,2002-03,West Midlands,13742.0
Net additions,2003-04,West Midlands,12532.0
Net additions,2004-05,West Midlands,17725.0
Net additions,2005-06,West Midlands,20509.0
Net additions,2006-07,West Midlands,18137.0
Net additions,2007-08,West Midlands,17633.0
Net additions,2008-09,West Midlands,14620.0
Net additions,2009-10,West Midlands,12283.0
Net additions,2010-11,West Midlands,11848.0
Net additions,2011-12,West Midlands,10206.0
Net additions,2012-13,West Midlands,10485.0
Net additions,2013-14,West Midlands,12047.0
Net additions,2014-15,West Midlands,16794.0
Net additions,2015-16,West Midlands,17870.0
Net additions,2016-17,West Midlands,18407.0
Net additions,2017-18,West Midlands,21720.0
Net additions,2018-19,West Midlands,24467.0
Net additions,2019-20,West Midlands,23702.0
Net additions,2020-21,West Midlands,18673.0
Net additions,2021-22,West Midlands,24176.0
Net additions,2022-23,West Midlands,21838.0
Net additions,2023-24,West Midlands,22338.0
Net additions,2024-25,West Midlands,20733.0
New build,2000-01,West Midlands,
New build,2001-02,West Midlands,
New build,2002-03,West Midlands,
New build,2003-04,West Midlands,
New build,2004-05,West Midlands,
New build,2005-06,West Midlands,
New build,2006-07,West Midlands,17864.0
New build,2007-08,West Midlands,16368.0
New build,2008-09,West Midlands,13430.0
New build,2009-10,West Midlands,11178.0
New build,2010-11,West Midlands,10743.0
New build,2011-12,West Midlands,10426.0
New build,2012-13,West Midlands,9749.0
New build,2013-14,West Midlands,12598.0
New build,2014-15,West Midlands,16213.0
New build,2015-16,West Midlands,15912.0
New build,2016-17,West Midlands,16931.0
New build,2017-18,West Midlands,19842.0
New build,2018-19,West Midlands,22718.0
New build,2019-20,West Midlands,22297.0
New build,2020-21,West Midlands,17449.0
New build,2021-22,West Midlands,22067.0
New build,2022-23,West Midlands,19281.0
New build,2023-24,West Midlands,19858.0
New build,2024-25,West Midlands,18919.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2020-21,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2021-22,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2022-23,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2023-24,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached blocks of flats,2024-25,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2020-21,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2021-22,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2022-23,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2023-24,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached commercial or mixed-use buildings,2024-25,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2020-21,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2021-22,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2022-23,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2023-24,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on commercial or mixed-use buildings in a terrace,2024-25,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2020-21,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2021-22,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2022-23,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2023-24,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on dwelling houses in a terrace,2024-25,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2020-21,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2021-22,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2022-23,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2023-24,West Midlands,0.0
Of which under PDR: building upwards to create dwelling houses on detached dwelling houses,2024-25,West Midlands,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2020-21,West Midlands,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2021-22,West Midlands,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2022-23,West Midlands,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2023-24,West Midlands,0.0
Of which under PDR: demolition of buildings and construction of dwelling houses,2024-25,West Midlands,0.0
Of which under PDR: unspecified (new build),2020-21,West Midlands,0.0
Of which under PDR: unspecified (new build),2021-22,West Midlands,9.0
Of which under PDR: unspecified (new build),2022-23,West Midlands,0.0
Of which under PDR: unspecified (new build),2023-24,West Midlands,0.0
Of which under PDR: unspecified (new build),2024-25,West Midlands,0.0
Of which under PDR: total (new build),2020-21,West Midlands,0.0
Of which under PDR: total (new build),2021-22,West Midlands,9.0
Of which under PDR: total (new build),2022-23,West Midlands,0.0
Of which under PDR: total (new build),2023-24,West Midlands,0.0
Of which under PDR: total (new build),2024-25,West Midlands,0.0
Net conversions,2000-01,West Midlands,
Net conversions,2001-02,West Midlands,
Net conversions,2002-03,West Midlands,
Net conversions,2003-04,West Midlands,
Net conversions,2004-05,West Midlands,
Net conversions,2005-06,West Midlands,
Net conversions,2006-07,West Midlands,290.0
Net conversions,2007-08,West Midlands,686.0
Net conversions,2008-09,West Midlands,350.0
Net conversions,2009-10,West Midlands,236.0
Net conversions,2010-11,West Midlands,260.0
Net conversions,2011-12,West Midlands,153.0
Net conversions,2012-13,West Midlands,93.0
Net conversions,2013-14,West Midlands,160.0
Net conversions,2014-15,West Midlands,359.0
Net conversions,2015-16,West Midlands,248.0
Net conversions,2016-17,West Midlands,245.0
Net conversions,2017-18,West Midlands,177.0
Net conversions,2018-19,West Midlands,219.0
Net conversions,2019-20,West Midlands,220.0
Net conversions,2020-21,West Midlands,215.0
Net conversions,2021-22,West Midlands,441.0
Net conversions,2022-23,West Midlands,269.0
Net conversions,2023-24,West Midlands,330.0
Net conversions,2024-25,West Midlands,283.0
Net change of use,2000-01,West Midlands,
Net change of use,2001-02,West Midlands,
Net change of use,2002-03,West Midlands,
Net change of use,2003-04,West Midlands,
Net change of use,2004-05,West Midlands,
Net change of use,2005-06,West Midlands,
Net change of use,2006-07,West Midlands,1668.0
Net change of use,2007-08,West Midlands,1585.0
Net change of use,2008-09,West Midlands,1650.0
Net change of use,2009-10,West Midlands,1250.0
Net change of use,2010-11,West Midlands,1156.0
Net change of use,2011-12,West Midlands,1385.0
Net change of use,2012-13,West Midlands,1805.0
Net change of use,2013-14,West Midlands,838.0
Net change of use,2014-15,West Midlands,1494.0
Net change of use,2015-16,West Midlands,2910.0
Net change of use,2016-17,West Midlands,2617.0
Net change of use,2017-18,West Midlands,2830.0
Net change of use,2018-19,West Midlands,2388.0
Net change of use,2019-20,West Midlands,2480.0
Net change of use,2020-21,West Midlands,2127.0
Net change of use,2021-22,West Midlands,2506.0
Net change of use,2022-23,West Midlands,2610.0
Net change of use,2023-24,West Midlands,2370.0
Net change of use,2024-25,West Midlands,1982.0
Of which under PDR: agricultural to residential,2015-16,West Midlands,32.0
Of which under PDR: agricultural to residential,2016-17,West Midlands,52.0
Of which under PDR: agricultural to residential,2017-18,West Midlands,156.0
Of which under PDR: agricultural to residential,2018-19,West Midlands,136.0
Of which under PDR: agricultural to residential,2019-20,West Midlands,68.0
Of which under PDR: agricultural to residential,2020-21,West Midlands,109.0
Of which under PDR: agricultural to residential,2021-22,West Midlands,99.0
Of which under PDR: agricultural to residential,2022-23,West Midlands,82.0
Of which under PDR: agricultural to residential,2023-24,West Midlands,83.0
Of which under PDR: agricultural to residential,2024-25,West Midlands,88.0
Of which under PDR: office to residential,2015-16,West Midlands,1249.0
Of which under PDR: office to residential,2016-17,West Midlands,1077.0
Of which under PDR: office to residential,2017-18,West Midlands,888.0
Of which under PDR: office to residential,2018-19,West Midlands,584.0
Of which under PDR: office to residential,2019-20,West Midlands,1200.0
Of which under PDR: office to residential,2020-21,West Midlands,707.0
Of which under PDR: office to residential,2021-22,West Midlands,679.0
Of which under PDR: office to residential,2022-23,West Midlands,847.0
Of which under PDR: office to residential,2023-24,West Midlands,591.0
Of which under PDR: office to residential,2024-25,West Midlands,410.0
Of which under PDR: storage to residential,2015-16,West Midlands,3.0
Of which under PDR: storage to residential,2016-17,West Midlands,21.0
Of which under PDR: storage to residential,2017-18,West Midlands,31.0
Of which under PDR: storage to residential,2018-19,West Midlands,13.0
Of which under PDR: storage to residential,2019-20,West Midlands,2.0
Of which under PDR: storage to residential,2020-21,West Midlands,3.0
Of which under PDR: storage to residential,2021-22,West Midlands,6.0
Of which under PDR: storage to residential,2022-23,West Midlands,7.0
Of which under PDR: storage to residential,2023-24,West Midlands,3.0
Of which under PDR: light industrial use to residential,2015-16,West Midlands,
Of which under PDR: light industrial use to residential,2016-17,West Midlands,
Of which under PDR: light industrial use to residential,2017-18,West Midlands,17.0
Of which under PDR: light industrial use to residential,2018-19,West Midlands,5.0
Of which under PDR: light industrial use to residential,2019-20,West Midlands,1.0
Of which under PDR: light industrial use to residential,2020-21,West Midlands,4.0
Of which under PDR: light industrial use to residential,2021-22,West Midlands,0.0
Of which under PDR: light industrial use to residential,2022-23,West Midlands,2.0
Of which under PDR: light industrial use to residential,2023-24,West Midlands,4.0
Of which under PDR: light industrial use to residential,2024-25,West Midlands,3.0
"Of which under PDR: commercial, business and service to residential",2022-23,West Midlands,51.0
"Of which under PDR: commercial, business and service to residential",2023-24,West Midlands,129.0
"Of which under PDR: commercial, business and service to residential",2024-25,West Midlands,93.0
Of which under PDR: any other to residential,2015-16,West Midlands,30.0
Of which under PDR: any other to residential,2016-17,West Midlands,17.0
Of which under PDR: any other to residential,2017-18,West Midlands,59.0
Of which under PDR: any other to residential,2018-19,West Midlands,230.0
Of which under PDR: any other to residential,2019-20,West Midlands,129.0
Of which under PDR: any other to residential,2020-21,West Midlands,18.0
Of which under PDR: any other to residential,2021-22,West Midlands,198.0
Of which under PDR: any other to residential,2022-23,West Midlands,46.0
Of which under PDR: any other to residential,2023-24,West Midlands,74.0
Of which under PDR: any other to residential,2024-25,West Midlands,105.0
Of which under PDR: unspecified to residential,2015-16,West Midlands,37.0
Of which under PDR: unspecified to residential,2016-17,West Midlands,0.0
Of which under PDR: unspecified to residential,2017-18,West Midlands,13.0
Of which under PDR: unspecified to residential,2018-19,West Midlands,9.0
Of which under PDR: unspecified to residential,2019-20,West Midlands,48.0
Of which under PDR: unspecified to residential,2020-21,West Midlands,64.0
Of which under PDR: unspecified to residential,2021-22,West Midlands,6.0
Of which under PDR: unspecified to residential,2022-23,West Midlands,0.0
Of which under PDR: unspecified to residential,2023-24,West Midlands,0.0
Of which under PDR: unspecified to residential,2024-25,West Midlands,0.0
Of which under PDR: total to residential,2015-16,West Midlands,1351.0
Of which under PDR: total to residential,2016-17,West Midlands,1167.0
Of which under PDR: total to residential,2017-18,West Midlands,1164.0
Of which under PDR: total to residential,2018-19,West Midlands,977.0
Of which under PDR: total to residential,2019-20,West Midlands,1448.0
Of which under PDR: total to residential,2020-21,West Midlands,905.0
Of which under PDR: total to residential,2021-22,West Midlands,988.0
Of which under PDR: total to residential,2022-23,West Midlands,1035.0
